Offer ID,Title,Location,Description,Contract Type,Salary,Education,Experience,Industry,Skills,Posted Date,Hiring Date,Deadline,Contract Duration,URL
UMR6230-MIRROD-001,Ingénieur d’Etudes en Chimie (H/F) : Catalyseurs homogènes supportés pour la transformation de terpènes,NANTES,"L’objectif est :•	Élaborer des catalyseurs organiques supportés efficaces dans le cadre du projet de pré-maturation Zen-Aroma.Pour atteindre cet objectif, le projet comporte trois volets de travail. Ainsi, vous aurez pour missions :•	Adapter et développer des méthodes de synthèse, purification et caractérisation de composés organiques (azotés, phosphorés) et organométalliques (complexes de coordination avec des métaux de transition)•	Adapter et développer des méthodes de greffage covalent des composés organiques et organométalliques à des supports inorganiques (silice, graphène…) ainsi que leur caractérisation•	Adapter et développer des méthodes d’évaluation des performances catalytiques des nouveaux catalyseurs hybrides organique-inorganiques dans la transformation de terpènes.",IT en contrat CDD,3743,BAC+5,1 à 4 années,Ingénieur-e en synthèse chimique,"•	Diplôme en Master dans le domaine de la chimie organique-organométallique en lien avec la chimie des matériaux•	Techniques de synthèse organique/organométallique et des matériaux hybrides organique-inorganiques •	Méthodes de purification et d'identification des molécules organiques/organométalliques (techniques séparatives de chromatographie, recristallisation, distillation, extraction…)•	Méthodes physico-chimiques d'analyse appropriée (RMN 1D/2D, IR, UV, HRMS, GC, GC-MS, HPLC, Raman, microscopie, XPS, ATG…)•	Autonomie, rigueur, organisation, sens de l’initiative•	Travailler en interaction, capacité d’écoute et de communication•	Capacité de synthèse écrite et orale•	Conscience des règles de confidentialité",mercredi 5 février 2025,01-04-2025,26-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR6230-MIRROD-001/Default.aspx
MOY400-STERIG-346,Chargé d'affaires du partenariat et valorisation H/F,GIF SUR YVETTE,"Le Chargé du partenariat et de la valorisation de la recherche assure la réalisation, la mise en œuvre et le suivi d’opérations de partenariats institutionnels ou contractuels ainsi que la valorisation et la détection des projets innovants, dans un ou plusieurs domaines scientifiques au bénéfice des laboratoires CNRS du Pôle Universitaire d’Innovation (PUI) IP3.",IT en contrat CDD,2727,Doctorat,Indifférent,Responsable du partenariat et de la valorisation de la recherche,"Savoirs / connaissances :- Connaitre un domaine de recherche scientifique de manière approfondie, de préférence en physique ;- Connaitre les aspects juridiques et contractuels liés à la recherche (droit des contrats) ;- Connaitre l'organisation de la recherche publique et privée au niveau national et international ainsi que le dispositif institutionnel en matière d'aide à la recherche ;- Connaitre et savoir appliquer les règles de la propriété intellectuelle (droit d'auteur, brevet, marque, licence).Savoir-faire :- Posséder de bonnes qualités rédactionnelles ;- Maitriser les principaux outils bureautiques ;- Savoir conduire une négociation ;- Maitriser l'anglais à l'oral et à l'écrit : C1 (cadre européen commun de référence pour les langues)Savoirs-être :- Qualités relationnelles- Organisation et rigueur- Sens du travail en équipeExpérience professionnelle :- Une expérience significative de recherche est requise. Un doctorat en sciences fondamentales et plus précisément en physique serait fortement apprécié.- De l'expérience dans une fonction similaire ou en transfert de technologie serait fortement appréciée.",samedi 1 février 2025,01-04-2025,22-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/MOY400-STERIG-346/Default.aspx
UMR5535-SARADE-067,Assistant ingénieur en biologie (H/F),MONTPELLIER,"L'assistant ingénieur ou l'assistante ingénieure recruté(e) travaillera directement sous la responsabilité de Karim MAJZOUB, chef de groupe ""Virus à ARN et facteurs hôte"".La personne aura en charge le bon fonctionnement du laboratoire (ex: commandes, stocks), ainsi que l'organisation des ressources du labo (plasmidothèque, amticorps, oligothèque..etc).  En outre,elle aura un projet propre de recherche visant à développer des nouveaux outils moléculaires pour l'étude des deltavirus.Contrat initial de 6 mois, avec possibilité de prolongation.",IT en contrat CDD,2280,BAC + 2,Indifférent,"Assistant-e ingénieur-e en biologie, sciences de la vie et de la terre","-  Bac+ 2/3 ou plus en biologie moléculaire, cellulaire, biochimie,  biotechnologies ou disciplines similaires.- Expérience de travail d'au moins deux ans dans un laboratoire de recherche serait souhaitable (publique ou privé). - Maîtrise des techniques classiques de biologie moléculaire (ex: clonage, PCR,  RT-qPCR, Western Blot).- Une expérience  en microscopie à fluorescence n'est pas indispensable mais sera perçue comme un grand avantage dans la candidature.- Bonne maîtrise de l'anglais à l'oral et à l'écrit.- Goût pour le travail en équipe et sens de la communication.- Curiosité scientifique, esprit d'innovation et d'organisation",mercredi 5 février 2025,01-04-2025,26-02-2025,6 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5535-SARADE-067/Default.aspx
UMR5300-SERPON-001,Assistant Ingénieur H/F élevage et expérimentation insectes,SOPHIA ANTIPOLIS CEDEX,"Echantillonner des chenilles d'Ostrinia sp sur le terrain, mettre en place et suivre des élevages de 3 espèces d'Ostrinia sp, réaliser des expérimentations visant à comparer la sensibilité de chenilles de ces 3 espèces à une molécule de défense des plantes, le DIMBOA. Préparer des milieux d'élevage contenant différentes concentrations de DIMBOA selon des protocoles préexistants. Réaliser des croisements entre espèces. Gérer le calendrier et la quantité de production d'individus pour réaliser les expériences de manière efficace. Enregistrer au fur et à mesure les résultats dans un fichier partagé, réaliser des graphiques et des analyses permettant un suivi de l'expérience ""en temps réel"". Préparer des réunions et faire des points réguliers avec les 2 chercheurs collaborant à ce projet (dont 1 en présentiel et l'autre en distanciel).",IT en contrat CDD,2257,BAC+5,Indifférent,Assistant-e ingénieur-e en biologie animale,"- élevage d'insectes, et particulièrement de lépidoptères- maitriser les calculs de dilution- savoir respecter les consignes de sécurité dans un laboratoire- aisance dans les analyses statistiques de base et les représentations graphiques sous R- partage de données via un drive- bonne organisation, rigueur, sens de l'initiative en cas d'imprévu",vendredi 31 janvier 2025,01-03-2025,21-02-2025,4 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5300-SERPON-001/Default.aspx
MOY500-CARHUB-012,Assistant(e) en gestion financière et comptable H/F,MEUDON,"Rattaché(e) au service financier et comptable, l’assistant(e) en gestion comptable et financière assure l’enregistrement des opérations comptables journalières et périodiques et précède à l’exécution des mouvements de flux de trésorerie dans le respect des règles de la comptabilité publique.",IT en contrat CDD,3012,BAC + 2,Indifférent,Assistant-e en gestion financière et comptable,"•	Maitrise des règles de la comptabilité générale •	Connaissance des principes de la comptabilité publique •	Connaissance des logiciels comptables et financiers (SAP serait un plus)•	Maitrise des outils bureautiques notamment Word et Excel•	Respect des échéances calendaires•	Sens de la rigueur, de l’autonomie et de l’organisation•	Sens du travail en équipe et respect de la confidentialité",vendredi 31 janvier 2025,01-03-2025,21-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/MOY500-CARHUB-012/Default.aspx
UMR5506-THIGIL-028,Ingénieur Développeur / DevOps pour la plateforme MORPHONET (H/F),MONTPELLIER,"Les progrès réalisés dans le domaine de l'imagerie nous permettent aujourd'hui de saisir les caractéristiques temporelles 3D de la vie. L’objectif de la plateforme MorphoNet est d’offrir une solution complète et fiable de l’exploitation de ces données à travers toutes les étapes de leur analyse. C’est une plateforme dédiée à l’exploration de données biologiques permettant de visualiser, d’interagir et de corriger des ensembles de données d’images en 3D et en 4D (3D+t). L’interaction avec les données 3D est basée sur un nouveau paradigme : une dualité entre les images segmentées et leur équivalent dans un format maillé qui permet d’offrir une large gamme d’interactions possibles. Cette plateforme se compose d’une part d’un logiciel installable fonctionnant sur les principaux systèmes d'exploitation afin de pouvoir travailler sur ses propres données et d’autre part d’une interface web permettant de partager ses données mais également d’accéder à des données publiques stockées en ligne respectant les principes FAIR. De plus, grâce à une solution de réalité virtuelle, l’application offre de nouvelles possibilités d’interaction permettant ainsi de mieux comprendre l’évolution des formes 3D complexes. Hormis le responsable, les développeurs de la plateforme MorphoNet sont tous en CDD, ce qui rend difficile la mise en production. La mission principale de l’ingénieur(e) recruté(e) est de rendre l’application plus stable, mieux documentée, permettant ainsi de 1) faire face à l’afflux grandissant d’utilisateurs et 2) de pouvoir s’ouvrir à des développeurs extérieurs. Nous voulons également renforcer la capacité d’intégration de nouvelles fonctionnalités développées par les collaborateurs de la plateforme.",IT en contrat CDD,2875,BAC+5,Indifférent,Chef-fe de projet ou expert-e en Ingéniérie logicielle,"Nous désirons recruter un chef de projet développeur. - Niveau ingénieur ou Master 2 en informatique, mathématiques appliquées ou équivalent. Une thèse dans un de ces domaines serait un plus. - Maîtrise de divers outils informatiques :          Maitrise des outils de développements (git, intégration continue, etc…)          Maitrise de Unity 3D https://unity.com, de C# et de python.          Maitrise des méthodes en traitement d’images.         Bonne connaissance des langages Web ( PHP, HTML, Javascript, etc…). `          Connaissance des bases de données (Postgres). - Fonctionnement en développement agile (rôle de Scrum Master puis à terme Product Owner). - Intérêt pour l'interdisciplinarité notamment à travers la visualisation de données biologiques. - Niveau suffisant en anglais écrit/parlé pour interagir quotidiennement avec des scientifiques non-francophones.",vendredi 31 janvier 2025,01-03-2025,21-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5506-THIGIL-028/Default.aspx
UMR5152-MALBEN-009,Gestionnaire administratif et financier H/F),TOULOUSE,"Réaliser les actes de gestion administratif ou financier et/ ou comptable dans le respect des règles et des procédures applicables à ces domaines et à assurer la gestion et la justification de différents types de contrats, et ce pour l'ensemble des équipes de Recherche du LPT. Dans un contexte de double gestion (CNRS et Université Paul Sabatier).",IT en contrat CDD,2315,BAC+3/4,1 à 4 années,Technicien-ne en gestion administrative,"Compétences :Savoirs : -Maitrise des techniques administratives  et financières-Connaissance générale de la réglementation financière applicable au secteur public-Connaissance générale du fonctionnement du monde de l'enseignement supérieur et de la recherche -Connaissance des logiciels SIFAC et/ou GESLAB souhaitéeSavoirs faire :-Savoir gérer un son activité en toute en autonomie-Être capable d'appliquer des procédures de gestion administrative et financière relatives aux missions, aux dépenses et aux marchés publics-Comprendre, s’exprimer et lire en anglais : minimum requis obligatoire niveau B1/B2 (nombreux contacts à l’international) -Être à l’aise avec les outils informatiques -Être doté d’excellentes qualités rédactionnellesSavoirs être :-Qualités d’organisation et de rigueur-Capacité à gérer son activité dans un calendrier et un cadre de gestion complexe-Autonomie, capacité à prendre des initiatives et à trouver des solutions -Qualité d’écoute, capacité à reformuler et à communiquer avec diplomatie-Capacité à rendre compte de son activité auprès de son responsable hiérarchique-Capacité à travailler en équipe",vendredi 31 janvier 2025,03-03-2025,21-02-2025,6 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5152-MALBEN-009/Default.aspx
UMR8243-AURMAR-002,Assistant ingénieur en gestion financière (H/F),PARIS 13,"Au sein du pôle financier, l’assistant ou assistante assure auprès de la responsable financière, la gestion et le contrôle financiers de l’unité dans le respect des techniques, des règles et des procédures applicables. En particulier, il s’agira de prendre notamment en charge un portefeuille de contrats liés aux programmes européens et nationaux (ERC, PEPR) gérés par l’unité.",IT en contrat CDD,4331,BAC + 2,5 à 10 années,Assistant-e en gestion financière et comptable,"Savoirs : -	Connaissances générales en finances publiques-	Connaissances de l’environnement de l’enseignement supérieur et de la recherche (organisation et fonctionnement)-	Connaissances de la réglementation financière et comptable des EPST et EPSCP-	Connaissance de la réglementation en recrutement RH des EPST et EPSCP-	Connaissance des outils de gestion CNRS (Geslab, Nouba, Canopé, Etamine, Notilus, Reseda, Agate-Tempo) et Université (Sifac, Phare)-	Connaissance générale en droit des contrats et des grands programmes scientifiques européens et nationaux (ERC, PEPR)Savoirs faire : -	Maîtriser les outils de gestion CNRS (Geslab, Nouba, Canopé, Etamine, Notilus, Reseda, Agate-Tempo) et Université (Sifac, Phare)-	Extraire et analyser des données budgétaires sur les outils financiers Geslab et Sifac-	Assurer les opérations de constitution de dossiers et de saisies lors des différentes étapes d’un recrutement-	Savoir synthétiser, rédiger des comptes-rendus-	Savoir élaborer des tableaux de bord et présenter des données statistiques à des non-experts-	Savoir respecter les échéances-	Savoir communiquer (oral et écrit) avec des publics variés en français et en anglais (niveau B1)-	Savoir gérer et prioriser les flux des demandes-	Savoir communiquer en interne et en externe -	Maitriser les outils bureautiques courants (Excel, Word, …)Savoirs-être : -	Faire preuve de rigueur et de fiabilité-	Être ordonné·e et organisé·e-	Être autonome -	Être force de proposition-	Savoir travailler en équipe-	Savoir rendre compte-	Faire preuve de confidentialité",jeudi 30 janvier 2025,01-04-2025,20-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8243-AURMAR-002/Default.aspx
UMR8104-BERMAS-003,Ingénieur d'Etude en biologie cellulaire et ophtalmologie (H/F),PARIS 14,Nous recherchons un-e ingénieur-e d’Etude très motivé-e et ayant le diplôme d’expérimentation animale pour rejoindre notre équipe pendant 18 mois afin de valider l’activité anti-angiogénique d’un anticorps monoclonal que nous avons développé et ce dans différents modèles murins de pathologies oculaires.,IT en contrat CDD,2540,BAC+5,Indifférent,Ingénieur-e en techniques biologiques,- Connaissances générales en biologie et physiologie- Connaissances expérimentales du petit animal (au niveau oculaire serait un plus) et satisfaire aux exigences règlementaires de celui-ci- Avoir travaillé précédemment avec des modèles murins (l'accréditation pour l'expérimentation animale est requise)- Expérience en culture cellulaire- Expérience en imagerie microscopique (confocale) serait appréciée- De solides compétences organisationnelles- Capacité à travailler en équipe,jeudi 30 janvier 2025,01-04-2025,20-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8104-BERMAS-003/Default.aspx
UMR5082-ANNLES-013,Ingénieur de Recherche / Ingénieure de Recherche en RMN du solide hyperpolarisée (H/F),VILLEURBANNE,"Les missions principales seront les suivantes :1. Suivi et gestion de l’instrumentation DNP : maintien et évolution des spectromètres DNP (400 MHz et 800 MHz), ainsi que des sondes DNP (0,7, 1,3 et 3,2 mm). Formation et encadrement des utilisateurs pour garantir une utilisation optimale de l'équipement.2. Participation aux projets d'accès européens et infrastructures nationales : Collaboration dans le cadre du réseau PANACEA et de l'infrastructure Infranalytics.Implication dans des projets de recherche de pointe avec des partenaires nationaux et internationaux. Contribution à des activités de réseautage, rédaction de bilans, et préparation de nouveaux projets de recherche.3. Développement de méthodologies RMN pour les formulations vaccinales : Mise en œuvre de nouvelles approches RMN pour étudier l’architecture des formulations vaccinales, en particulier des nanoparticules lipidiques. Développement de nouveaux agents polarisants et de méthodes de préparation adaptées à la RMN DNP pour des formulations pharmaceutiques complexes. Réalisation d'expériences multidimensionnelles et multi-nucléaires (1H, 13C, 15N, 19F, etc.), à différentes vitesses de rotation et champs magnétiques.",IT en contrat CDD,1937,BAC+5,1 à 4 années,Ingénieur-e de recherche en analyse chimique,Expertise en spectroscopie RMN à l'état solide ; expertise en chimie moléculaire et science des matériaux ; des connaissances en RMN hyperpolarisée seraient un plusConnaissance pratique approfondie en spectroscopie RMN et en outils d’analyse des donnéesCompétences interpersonnellesCompétences managérialesCompétences organisationnellesAnglais : très bon niveau,mercredi 29 janvier 2025,01-05-2025,19-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5082-ANNLES-013/Default.aspx
UMR9213-MATGUI0-013,Ingénieur-e biologiste en analyse de données H/F,ORSAY,Mettre en œuvre des approches bioi-nformatiques pour caractériser les paysages de méthylation de l'ADN chez des plantes dont les voies épigénétiques ont été modifiées.,IT en contrat CDD,3117,BAC+5,Indifférent,Ingénieur-e biologiste en analyse de données,"Savoirs / connaissances :Connaissances avancées en informatique et bio-informatique maîtrise du codage informatique, y compris des connaissances des langages python, C et bash. Savoirs-être: Aptitude à communiquer et à gérer les relations avec les interlocuteurs",mercredi 29 janvier 2025,01-04-2025,19-02-2025,9 mois,https://emploi.cnrs.fr/Offres/CDD/UMR9213-MATGUI0-013/Default.aspx
UMR7325-VALSEV-138,Ingénieur/Ingénieure de Recherche (H/F) en Science des Matériaux / Caractérisation,MARSEILLE 09,"La personne recrutée aura la mission de développer, mettre en œuvre et réaliser des caractérisations par microscopie tunnel à balayage (STM)  sous ultra haut vide  (UHV) au sein d’un département scientifique du CINaM  et par microscopie par force atomique à l’air (AFM) au sein de la plateforme  à champ proche du CINaM.",IT en contrat CDD,3276,Doctorat,Indifférent,Ingénieur-e en science des matériaux / caractérisation,Compétences : Connaissances•	Sciences des matériaux (connaissance approfondie)•	Microscopie à sondes locales (connaissance approfondie)•	Environnement Ultra vide•	Instrumentation et mesure•	Environnement et réseaux professionnels•	Risques professionnels•	Organisation et fonctionnement de l'enseignement supérieur et de la recherche publique•	Langue anglaise : B1 à B2 (cadre européen commun de référence pour les langues)Compétences opérationnelles•	Rédiger des rapports ou des documents techniques•	Utiliser les outils informatiques nécessaires au pilotage des appareils et aux traitements des données•	Élaborer une méthode scientifique•	Prendre en compte la validité et les limites de la méthode de caractérisation utilisée•	Appliquer les règles d'hygiène et de sécurité•	Travailler en équipe•	Communiquer avec des experts de son domaine•	Élaborer un cahier des charges technique,mardi 28 janvier 2025,01-03-2025,18-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7325-VALSEV-138/Default.aspx
MOY1700-CATTAN-107,Chargé (e ) des contrats (H/F),RENNES,"Le (la) chargé(e) de contrats accompagne les laboratoires dans l’élaboration, la négociation et la mise en place de leurs partenariats de recherche, en particulier avec les acteurs du monde socio-économique.",IT en contrat CDD,2657,BAC+3/4,Indifférent,Chargé-e du partenariat et de la valorisation de la recherche,"- Connaissances générales sur l’organisation et le fonctionnement de la recherche, l’écosystème de la valorisation de la recherche et des dispositifs d’accompagnement à l’innovation.- Maitriser le droit des contrats et le droit de la propriété intellectuelle.- Maîtrise de l’anglais indispensable.- Savoir préparer et conduire des négociations.- Avoir de très bonnes capacités d’organisation, de rigueur et de rédaction.- Avoir des capacités d’adaptation, d’autonomie et d’initiative.- Savoir faire preuve de pédagogie auprès des laboratoires pour expliquer les enjeux juridiques en restant attentif à la prise en compte des enjeux scientifiques  - Maîtriser les outils bureautiques courants.",mardi 28 janvier 2025,10-03-2025,18-02-2025,7 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1700-CATTAN-107/Default.aspx
UMR7258-CHRLAC-011,Ingénieur d'étude (H/F),MARSEILLE 09,"Le projet Nanemiar a pour mission de développer des approches innovantes de traitement visant à moduler les réponses immunitaires et à favoriser la régénération tissulaire. En tant que Ingénieur(e) sur ce projet, votre rôle principal sera d'assister sur l'étude des effets des traitements expérimentaux sur des modèles de souris. Vous analyserez les phénotypes des tissus des souris après traitement afin de caractériser les réponses biologiques induites et évaluer l'efficacité des interventions. À travers des techniques de biologie cellulaire et d'histologie, vous contribuerez à identifier des marqueurs de régénération tissulaire et des modifications phénotypiques associées aux traitements testés, participant ainsi au développement de nouvelles solutions thérapeutiques dans le cadre de Nanemiar.",IT en contrat CDD,2482,BAC+5,1 à 4 années,Ingénieur-e biologiste en analyse de données,"• Expérience en culture de cellules mammifères, biologie cellulaire• Expérience dans l'analyse de l'expression protéique par western blot et par analyse d'immunofluorescence des cellules et des tissus en microscopie confocale• Expérience en expérimentation animale• Excellentes compétences en communication en anglais, à l'oral et à l'écrit• Bonne organisation et rigueur scientifique• Curiosité et motivation pour les projets scientifiques• Capacité à résoudre des problèmes• Personnalité orientée vers le travail en équipe• Fortes compétences analytiques et expérience avec des outils d'analyse de données",mardi 28 janvier 2025,01-03-2025,18-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7258-CHRLAC-011/Default.aspx
UMR7104-DOMBRO-015,Zootechnicien(ne) (H/F),ILLKIRCH GRAFFENSTADEN,"Assurer l’élevage et la maintenance des animaux, ainsi que la maintenance de leur environnement.",IT en contrat CDD,2187,BAC,1 à 4 années,Zootechnicien-ne,"Connaissances :- Connaissance générale de la biologie animale (physiologie, anatomie, comportement, génétique, reproduction…)- Connaissance des techniques d’élevage- Réglementation en matière d’expérimentation animale- Langue anglaise compréhension écrite et orale (A2 à B1)Compétences opérationnelles, techniques et informatiques :- Maîtrise de l'outil bureautique et informatique (Pack office)- Savoir communiquer et rendre compte- Savoir travailler en équipe- Savoir s’adapter et être polyvalentCompétences comportementales, aptitudes :- Etre organisé(e)- Etre autonome- Etre réactif- Etre rigoureux- Etre curieuxFormation dans le domaine des sciences et techniques de l’animal de laboratoire (niveau BAC, BAC pro….)Etre titulaire de la formation réglementaire ""application de procédures expérimentales aux animaux"", niveau 2.Une expérience de terrain au sein d'une animalerie serait un plus.",mardi 28 janvier 2025,05-03-2025,18-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7104-DOMBRO-015/Default.aspx
UMR8003-GUICAR-001,Assistant Ingénieur/Assistante Ingénieure en Biologie H/F,PARIS 06,Réalisation d'expériences de qPCR et immunohistochimie sur un modèle de souris de sclérose latérale amyotrophie. Acquisition d'images au microscope confocal. Analyse et quantification des images obtenues.,IT en contrat CDD,4659,BAC+5,5 à 10 années,"Assistant-e ingénieur-e en biologie, sciences de la vie et de la terre",Connaissance et expérience de la technique de qPCR - Connaissance et expérience dans les techniques d'immunohistochimie - Connaissance en imagerie confocale - Connaissance des outils d'analyse d'images - Maitrise des outils informatiques -Connaitre les règles d'élimination des déchets - Savoir être: Esprit d'équipe - Autonomie - Savoir rendre compte de son activité - Bonne communication orale en anglais - Rigueur,mardi 28 janvier 2025,10-03-2025,18-02-2025,7 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8003-GUICAR-001/Default.aspx
UAR832-KARKAR-007,Chargé de mission « écoresponsabilité de la recherche » (H/F),ST MARTIN D HERES,"Les missions principales du chargé de mission seront d’animer et coordonner le travail en matière d’écoresponsabilité au sein de la fédération de recherche Observatoire des Sciences de l’Univers de Grenoble (OSUG).Le chargé de mission sera l’interlocuteur privilégié de l’OSUG et ses unités sur les enjeux de responsabilité environnementale des activités de recherche. Il assurera le relais d’information entre d’une part l’OSUG et ses unités, et d’autre part l’Institut National des Sciences de l’Univers (INSU) du CNRS, la délégation régionale du CNRS, l’Université Grenoble Alpes (UGA) et les autres tutelles de la fédération. En particulier, il devra interagir avec l’UGA, qui héberge la plupart des unités de la fédération et qui est l’acteur principal pour la création du plan de développement général pour les bâtiments et leur infrastructure, les transports, les déchets, etc.",IT en contrat CDD,1933,BAC+3/4,Indifférent,Chargé-e d'appui au projet de recherche,"Connaissances et savoir-faire·	Connaissance de l’organisation et le fonctionnement de l’enseignement supérieur et la recherche ;·	Bonnes connaissances de la législation et des pratiques dans le domaine RSE ;·	Connaissance des aspects juridiques et financiers de la recherche ;·	Maîtrise de la démarche de projet ;·	Maîtrise des outils de bureautique, notamment Excel ;•	Très bonne communication orale et écrite ;•	Capacité d’analyse et de synthèse :•	Être autonome et savoir rendre compte ;•	Des notions d’un des langages de programmation Python ou R seraient utiles, mais ne sont pas obligatoires.•	La connaissance de la fédération OSUG et/ou une de ses unités serait un atout.Savoir-être·	Être force de proposition·	Rigueur·	Sens relationnel·	Goût affirmé pour le travail en équipe et la recherche du bien-être collectif au travail",lundi 27 janvier 2025,01-04-2025,17-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR832-KARKAR-007/Default.aspx
MOY700-NOEROC-127,Assistant en gestion des Ressources Humaines (H/F),VILLEURBANNE,"Au cœur du pôle gestion des carrières RH, votre rôle en tant qu'assistant RH consiste à assurer une gestion de proximité avec nos laboratoires de recherche. Vous gérez l'ensemble des processus du déroulement de la carrière et de la paie depuis l'embauche jusqu'au départ des personnels fonctionnaires (chercheurs, ingénieurs, techniciens) et des non-titulaires (chercheurs étrangers, doctorants, contrats temporaires). Vous travaillerez en étroite collaboration avec les différents membres du service (conseiller RH, assistants sociaux…).",IT en contrat CDD,2565,BAC + 2,1 à 4 années,Assistant-e des ressources humaines,"Profil:- Être obligatoirement titulaire d'un bac+2- Expérience souhaitée de 2 ans sur un poste similaire (idéalement dans la fonction publique)Connaissances:- Connaissance générale des textes législatifs et réglementaires dans le domaine de la gestion des ressources humaines, idéalement dans la fonction publique- Connaissance des règles et composantes de la paieSavoir faire:- Maîtrise de l'outil informatique- Expérience appréciée sur un logiciel de paye- Qualités rédactionnelles- Savoir identifier les priorités et organiser son activité en tenant compte des contraintes et des échéances- Prendre en compte les demandes et y répondre de manière appropriée- Planifier et organiser son travail dans le respect des échéances- Savoir rendre compte à son responsable hiérarchiqueQualités requises:- Capacité d'adaptation, d'anticipation et de réactivité aux événements,- méthode, rigueur et organisation,- Capacité d'écoute,- Capacités à travailler en équipe, - Qualités relationnelles avérées, travail en collaboration avec les interlocuteurs internes (service financier, secrétaire-gestionnaire, relais RH….) et externes- Force de proposition et autonomie- Capacité d'alerte- Confidentialité et discrétion professionnelle impératives.",lundi 27 janvier 2025,01-04-2025,17-02-2025,6 mois,https://emploi.cnrs.fr/Offres/CDD/MOY700-NOEROC-127/Default.aspx
UAR3601-ANILEF-032,Ingénieur Développeur / Devops - IFB RENABI - RENNES OU ROSCOFF (H/F),RENNES,"L’ingénieur(e) aura pour principale mission de contribuer au développement, à l’évolution, au déploiement et au maintien en condition opérationnelle de cette infrastructure. Il/Elle sera aussi en contact avec les utilisateurs finaux pour leur apporter solutions et assistances (helpdesk). Enfin, il/elle prendra part aux potentielles initiatives de collaboration à l’échelle européenne autour du Working Group Galaxy ELIXIR (ex: adhérer au réseau Pulsar, participer à usegalaxy.*, ...).",IT en contrat CDD,3244,BAC+5,Indifférent,Chef-fe de projet ou expert-e en Ingéniérie logicielle,"Savoir-faire- Maîtrise d’au moins un langage de scripting (Python…).- Maîtrise des outils et technologies WEB (NGINX, Apache, etc.).- Maîtrise d’un outil de déploiement automatique (Ansible, Salt, ...).- Maîtrise de l'outil de versionning git.- Bonne connaissance des solutions de conteneurs et de gestion d’infrastructures pour applications conteneurisées.- Bonne connaissance des environnements Linux (Ubuntu…).- Notions générales en architecture système et réseau .- Bonne compréhension de l'anglais oral et écrit (niveau européen B2-C1).- Savoir rédiger des documentations, notamment sur des systèmes de type WiKi.Savoir être- Capacité à travailler en mode projet et en équipe.- Capacité à travailler à distance.- Réactivité, autonomie, initiative, rigueur.- Gérer les situations d'urgence et hiérarchiser les priorités.- Esprit d’équipe et sens de la collaboration.- Capacité d’écoute et sens du contact.",lundi 27 janvier 2025,01-04-2025,17-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR3601-ANILEF-032/Default.aspx
MOY700-NOEROC-125,Chargé des achats et des marchés - acheteur public (H/F),VILLEURBANNE,"Rejoignez-nous en tant que chargé(e) des achats et des marchés et façonnez l'efficacité financière de notre délégation en matière d’achat ! Votre rôle : Acheter des biens, des services ou des travaux, en vue de satisfaire les besoins qualitatifs pour le compte des laboratoires de la circonscription.Acteur ou actrice de la politique d'achat de l'établissement, vous apportez conseils et méthodes.",IT en contrat CDD,2630,BAC+3/4,Indifférent,Chargé-e des achats et des marchés,"Formation supérieure (Bac +3/4/5) juridique en droit public souhaitée.-	Compétences / connaissances juridiques (idéalement droit public, droit de la commande publique) ;-	Sens du relationnel et capacité à travailler en équipe ;-	Bonnes qualités rédactionnelles;-	Capacité d'organisation ;-	Connaissances de techniques d'achat;-	Maîtrise des outils bureautiques.",vendredi 24 janvier 2025,03-03-2025,14-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/MOY700-NOEROC-125/Default.aspx
